snapshot_id,as_of_date,lane_id,origin,destination,direction,mode,incoterms,metric,bl_no,route,direct,atd,atd_year,atd_month,schedule_date,days,status,source
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,226127015,,U,2023-05-06,2023,2023-05,2023-07-05,60,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,226846374,,U,2023-05-12,2023,2023-05,2023-06-28,47,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,227441436,,U,2023-05-12,2023,2023-05,2023-06-28,47,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,226846376,,U,2023-05-19,2023,2023-05,2023-07-04,46,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,226848741,,U,2023-05-19,2023,2023-05,2023-07-04,46,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,226846377,,U,2023-05-26,2023,2023-05,2023-07-11,46,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,226849455,,U,2023-05-26,2023,2023-05,2023-07-11,46,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,226846384,,U,2023-06-02,2023,2023-06,2023-07-25,53,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,226849457,,U,2023-06-02,2023,2023-06,2023-07-25,53,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,227375922,,U,2023-06-09,2023,2023-06,2023-07-31,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,227376832,,U,2023-06-09,2023,2023-06,2023-07-31,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,227375923,,U,2023-06-16,2023,2023-06,2023-08-08,53,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,227376833,,U,2023-06-16,2023,2023-06,2023-08-08,53,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,227375924,,U,2023-06-22,2023,2023-06,2023-08-30,69,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,227376840,,U,2023-06-22,2023,2023-06,2023-08-30,69,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,227375934,,U,2023-06-30,2023,2023-06,2023-08-21,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,227376831,,U,2023-06-30,2023,2023-06,2023-08-21,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228346179,,U,2023-07-07,2023,2023-07,2023-08-29,53,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228346700,,U,2023-07-07,2023,2023-07,2023-08-29,53,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228346185,,U,2023-07-14,2023,2023-07,2023-09-04,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228346699,,U,2023-07-14,2023,2023-07,2023-09-04,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228987125,,U,2023-07-14,2023,2023-07,2023-09-04,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,229226783,,U,2023-07-23,2023,2023-07,2023-09-19,58,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,229230380,,U,2023-07-23,2023,2023-07,2023-09-19,58,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,229231866,,U,2023-07-23,2023,2023-07,2023-09-19,58,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228346694,,U,2023-07-27,2023,2023-07,2023-09-19,54,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228346697,,U,2023-07-27,2023,2023-07,2023-09-19,54,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228347874,,U,2023-08-05,2023,2023-08,2023-09-26,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228348430,,U,2023-08-05,2023,2023-08,2023-09-26,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,229650935,,U,2023-08-05,2023,2023-08,2023-09-26,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228347875,,U,2023-08-12,2023,2023-08,2023-10-03,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228348428,,U,2023-08-12,2023,2023-08,2023-10-03,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,229948133,,U,2023-08-12,2023,2023-08,2023-10-03,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228347873,,U,2023-08-19,2023,2023-08,2023-10-15,57,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228348429,,U,2023-08-19,2023,2023-08,2023-10-15,57,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,230184449,,U,2023-08-19,2023,2023-08,2023-10-15,57,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228347878,,U,2023-08-26,2023,2023-08,2023-10-17,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,228348438,,U,2023-08-26,2023,2023-08,2023-10-17,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,229397772,,U,2023-08-26,2023,2023-08,2023-10-17,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,229999693,,U,2023-09-04,2023,2023-09,2023-10-24,50,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,229999696,,U,2023-09-04,2023,2023-09,2023-10-24,50,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,229999698,,U,2023-09-10,2023,2023-09,2023-10-30,50,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,229999699,,U,2023-09-10,2023,2023-09,2023-10-30,50,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,229999112,,U,2023-09-17,2023,2023-09,2023-11-07,51,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,229999697,,U,2023-09-17,2023,2023-09,2023-11-07,51,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,230000288,,U,2023-09-17,2023,2023-09,2023-11-07,51,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,229999113,,U,2023-09-24,2023,2023-09,2023-11-15,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,229999695,,U,2023-09-24,2023,2023-09,2023-11-15,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,230000295,,U,2023-09-24,2023,2023-09,2023-11-15,52,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,231194122,,U,2023-09-30,2023,2023-09,2023-11-14,45,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,231195775,,U,2023-09-30,2023,2023-09,2023-11-14,45,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,231195773,,U,2023-10-08,2023,2023-10,2023-11-20,43,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,231196292,,U,2023-10-08,2023,2023-10,2023-11-20,43,schedule_passed,2023
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,231194678,,U,2023-10-21,2023,2023-10,2023-12-04,44,schedule_passed,2024
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,231196294,,U,2023-10-21,2023,2023-10,2023-12-04,44,schedule_passed,2024
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,232229072,,U,2023-10-21,2023,2023-10,2023-12-04,44,schedule_passed,2024
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,232229587,,U,2023-10-21,2023,2023-10,2023-12-13,53,schedule_passed,2024
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,231707816,,U,2023-10-28,2023,2023-10,2023-12-11,44,schedule_passed,2024
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,231713744,,U,2023-10-28,2023,2023-10,2023-12-11,44,schedule_passed,2024
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,231715199,,U,2023-10-28,2023,2023-10,2023-12-11,44,schedule_passed,2024
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,232504018,,U,2023-10-28,2023,2023-10,2023-12-13,46,schedule_passed,2024
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,231707815,,U,2023-11-04,2023,2023-11,2023-12-18,44,schedule_passed,2024
2026-09-09_ham-sha_merged,2026-09-07,HAM-SHA,HAM,SHA,import,ocean,CIF,latest_vessel_schedule_minus_atd,231716410,,U,2023-11-04,2023,2023-11,2023-12-18,44,schedule_passed,2024
