snapshot_id,as_of_date,lane_id,metric,n_bl,n_voyage,atd_from,atd_to,n_eta_voyage,notes
2026-09-07_ham-sha_lvs,2026-09-07,HAM-SHA,latest_vessel_schedule_minus_atd,107,47,2025-11-23,2026-08-07,9,v2 user extract. Jul–Aug = ETA as of 7 Sep 2026. Supersedes 60-B/L Apr cut.
